library_ID,fastq_fwd_file_name,fastq_rev_file_name,host_genus,host_species,coral_tag,site_name,sequencing_run,expedition,sample_name,sra_accession
264-15C_S162_L001,264-15C_S162_L001_R1_001.fastq.gz,264-15C_S162_L001_R2_001.fastq.gz,Pocillopora,grandis,799,5,Bleaching3_run,2015c,KI15c_264,SAMN49903518
PLATE4A8_S345_L001,PLATE4A8_S345_L001_R1_001.fastq.gz,PLATE4A8_S345_L001_R2_001.fastq.gz,Montipora,aequituberculata,802,5,SheddRun_Dec2020,2015c,KI15c_267,SAMN49904107
15c-27_S354_L001,15c-27_S354_L001_R1_001.fastq.gz,15c-27_S354_L001_R2_001.fastq.gz,Montipora,aequituberculata,657,19,Shedd_2021,2015c,KI15c_27,SAMN49904052
270-15C_S178_L001,270-15C_S178_L001_R1_001.fastq.gz,270-15C_S178_L001_R2_001.fastq.gz,Pocillopora,grandis,819,5,Bleaching3_run,2015c,KI15c_270,SAMN49903523
271-15C_S186_L001,271-15C_S186_L001_R1_001.fastq.gz,271-15C_S186_L001_R2_001.fastq.gz,Montipora,aequituberculata,811,5,Bleaching3_run,2015c,KI15c_271,SAMN49903520
PLATE1E9_S69_L001,PLATE1E9_S69_L001_R1_001.fastq.gz,PLATE1E9_S69_L001_R2_001.fastq.gz,Pocillopora,grandis,809,5,SheddRun_Dec2020,2015c,KI15c_274,SAMN49904108
280-15C_S107_L001,280-15C_S107_L001_R1_001.fastq.gz,280-15C_S107_L001_R2_001.fastq.gz,Montipora,aequituberculata,815,5,Bleaching3_run,2015c,KI15c_280,SAMN49903522
281-15C_S115_L001,281-15C_S115_L001_R1_001.fastq.gz,281-15C_S115_L001_R2_001.fastq.gz,Pocillopora,grandis,814,5,Bleaching3_run,2015c,KI15c_281,SAMN49903521
284-15C_S123_L001,284-15C_S123_L001_R1_001.fastq.gz,284-15C_S123_L001_R2_001.fastq.gz,Montipora,aequituberculata,822,5,Bleaching3_run,2015c,KI15c_284,SAMN49903524
PLATE2A11_S177_L001,PLATE2A11_S177_L001_R1_001.fastq.gz,PLATE2A11_S177_L001_R2_001.fastq.gz,Pocillopora,grandis,823,5,SheddRun_Dec2020,2015c,KI15c_285,SAMN49904109
287-15C_S139_L001,287-15C_S139_L001_R1_001.fastq.gz,287-15C_S139_L001_R2_001.fastq.gz,Pocillopora,grandis,825,5,Bleaching3_run,2015c,KI15c_287,SAMN49903525
289-15C_S147_L001,289-15C_S147_L001_R1_001.fastq.gz,289-15C_S147_L001_R2_001.fastq.gz,Montipora,aequituberculata,828b,5,Bleaching3_run,2015c,KI15c_289,SAMN49903532
PLATE1E10_S77_L001,PLATE1E10_S77_L001_R1_001.fastq.gz,PLATE1E10_S77_L001_R2_001.fastq.gz,Pocillopora,grandis,830,5,SheddRun_Dec2020,2015c,KI15c_291,SAMN49904110
293-15C_S163_L001,293-15C_S163_L001_R1_001.fastq.gz,293-15C_S163_L001_R2_001.fastq.gz,Montipora,aequituberculata,832,5,Bleaching3_run,2015c,KI15c_293,SAMN49903526
294-15C_S171_L001,294-15C_S171_L001_R1_001.fastq.gz,294-15C_S171_L001_R2_001.fastq.gz,Pocillopora,grandis,833,5,Bleaching3_run,2015c,KI15c_294,SAMN49903527
296-15C_S164_L001,296-15C_S164_L001_R1_001.fastq.gz,296-15C_S164_L001_R2_001.fastq.gz,Montipora,aequituberculata,835,5,Bleaching3_run,2015c,KI15c_296,SAMN49903528
298-15C_S172_L001,298-15C_S172_L001_R1_001.fastq.gz,298-15C_S172_L001_R2_001.fastq.gz,Pocillopora,grandis,836,5,Bleaching3_run,2015c,KI15c_298,SAMN49903529
30-15C_S18_L001,30-15C_S18_L001_R1_001.fastq.gz,30-15C_S18_L001_R2_001.fastq.gz,Pocillopora,grandis,660,19,Bleaching3_run,2015c,KI15c_30,SAMN49903564
300-15C_S179_L001,300-15C_S179_L001_R1_001.fastq.gz,300-15C_S179_L001_R2_001.fastq.gz,Montipora,aequituberculata,840,5,Bleaching3_run,2015c,KI15c_300,SAMN49903531
301-15C_S187_L001,301-15C_S187_L001_R1_001.fastq.gz,301-15C_S187_L001_R2_001.fastq.gz,Montipora,aequituberculata,838,5,Bleaching3_run,2015c,KI15c_301,SAMN49903530
31-15C_S26_L001,31-15C_S26_L001_R1_001.fastq.gz,31-15C_S26_L001_R2_001.fastq.gz,Montipora,aequituberculata,661,19,Bleaching3_run,2015c,KI15c_31,SAMN49903565
313-15C_S100_L001,313-15C_S100_L001_R1_001.fastq.gz,313-15C_S100_L001_R2_001.fastq.gz,Pocillopora,grandis,803,5,Bleaching3_run,2015c,KI15c_313,SAMN49903519
PLATE1E5_S37_L001,PLATE1E5_S37_L001_R1_001.fastq.gz,PLATE1E5_S37_L001_R2_001.fastq.gz,Pocillopora,grandis,129,30,SheddRun_Dec2020,2015c,KI15c_315,SAMN49904124
316-15C_S116_L001,316-15C_S116_L001_R1_001.fastq.gz,316-15C_S116_L001_R2_001.fastq.gz,Pocillopora,grandis,132b,30,Bleaching3_run,2015c,KI15c_316,SAMN49903591
PLATE4A11_S369_L001,PLATE4A11_S369_L001_R1_001.fastq.gz,PLATE4A11_S369_L001_R2_001.fastq.gz,Montipora,aequituberculata,133,30,SheddRun_Dec2020,2015c,KI15c_320,SAMN49904125
PLATE4B1_S290_L001,PLATE4B1_S290_L001_R1_001.fastq.gz,PLATE4B1_S290_L001_R2_001.fastq.gz,Montipora,aequituberculata,134,30,SheddRun_Dec2020,2015c,KI15c_321,SAMN49904126
PLATE1E6_S45_L001,PLATE1E6_S45_L001_R1_001.fastq.gz,PLATE1E6_S45_L001_R2_001.fastq.gz,Pocillopora,grandis,135,30,SheddRun_Dec2020,2015c,KI15c_322,SAMN49904127
PLATE4B2_S298_L001,PLATE4B2_S298_L001_R1_001.fastq.gz,PLATE4B2_S298_L001_R2_001.fastq.gz,Montipora,aequituberculata,137,30,SheddRun_Dec2020,2015c,KI15c_324,SAMN49904128
PLATE1E7_S53_L001,PLATE1E7_S53_L001_R1_001.fastq.gz,PLATE1E7_S53_L001_R2_001.fastq.gz,Pocillopora,grandis,145,30,SheddRun_Dec2020,2015c,KI15c_329,SAMN49904129
33-15C_S34_L001,33-15C_S34_L001_R1_001.fastq.gz,33-15C_S34_L001_R2_001.fastq.gz,Pocillopora,grandis,663,19,Bleaching3_run,2015c,KI15c_33,SAMN49903566
330-15C_S124_L001,330-15C_S124_L001_R1_001.fastq.gz,330-15C_S124_L001_R2_001.fastq.gz,Pocillopora,grandis,149,30,Bleaching3_run,2015c,KI15c_330,SAMN49903583
331-15C_S132_L001,331-15C_S132_L001_R1_001.fastq.gz,331-15C_S132_L001_R2_001.fastq.gz,Pocillopora,grandis,152,30,Bleaching3_run,2015c,KI15c_331,SAMN49903584
335-15C_S148_L001,335-15C_S148_L001_R1_001.fastq.gz,335-15C_S148_L001_R2_001.fastq.gz,Montipora,aequituberculata,385,30,Bleaching3_run,2015c,KI15c_335,SAMN49903585
PLATE4B5_S322_L001,PLATE4B5_S322_L001_R1_001.fastq.gz,PLATE4B5_S322_L001_R2_001.fastq.gz,Montipora,aequituberculata,428,30,SheddRun_Dec2020,2015c,KI15c_339,SAMN49904130
340-15C_S156_L001,340-15C_S156_L001_R1_001.fastq.gz,340-15C_S156_L001_R2_001.fastq.gz,Pocillopora,grandis,427,30,Bleaching3_run,2015c,KI15c_340,SAMN49903586
346-15C_S101_L001,346-15C_S101_L001_R1_001.fastq.gz,346-15C_S101_L001_R2_001.fastq.gz,Montipora,aequituberculata,437,30,Bleaching3_run,2015c,KI15c_346,SAMN49903587
349-15C_S109_L001,349-15C_S109_L001_R1_001.fastq.gz,349-15C_S109_L001_R2_001.fastq.gz,Montipora,aequituberculata,443,30,Bleaching3_run,2015c,KI15c_349,SAMN49903589
15c-35_S346_L001,15c-35_S346_L001_R1_001.fastq.gz,15c-35_S346_L001_R2_001.fastq.gz,Montipora,aequituberculata,665,19,Shedd_2021,2015c,KI15c_35,SAMN49904051
352-15C_S117_L001,352-15C_S117_L001_R1_001.fastq.gz,352-15C_S117_L001_R2_001.fastq.gz,Montipora,aequituberculata,446,30,Bleaching3_run,2015c,KI15c_352,SAMN49903590
355-15C_S125_L001,355-15C_S125_L001_R1_001.fastq.gz,355-15C_S125_L001_R2_001.fastq.gz,Pocillopora,grandis,440,30,Bleaching3_run,2015c,KI15c_355,SAMN49903588
PLATE2H5_S136_L001,PLATE2H5_S136_L001_R1_001.fastq.gz,PLATE2H5_S136_L001_R2_001.fastq.gz,Pocillopora,grandis,667,19,SheddRun_Dec2020,2015c,KI15c_36,SAMN49904119
366-15C_S149_L001,366-15C_S149_L001_R1_001.fastq.gz,366-15C_S149_L001_R2_001.fastq.gz,Montipora,aequituberculata,698,8,Bleaching3_run,2015c,KI15c_366,SAMN49903538
368-15C_S165_L001,368-15C_S165_L001_R1_001.fastq.gz,368-15C_S165_L001_R2_001.fastq.gz,Pocillopora,grandis,718,8,Bleaching3_run,2015c,KI15c_368,SAMN49903539
370-15C_S173_L001,370-15C_S173_L001_R1_001.fastq.gz,370-15C_S173_L001_R2_001.fastq.gz,Montipora,aequituberculata,60,8,Bleaching3_run,2015c,KI15c_370,SAMN49903533
15c-376_S327_L001,15c-376_S327_L001_R1_001.fastq.gz,15c-376_S327_L001_R2_001.fastq.gz,Montipora,aequituberculata,69,8,Shedd_2021,2015c,KI15c_376,SAMN49904049
378-15C_S118_L001,378-15C_S118_L001_R1_001.fastq.gz,378-15C_S118_L001_R2_001.fastq.gz,Montipora,aequituberculata,76,8,Bleaching3_run,2015c,KI15c_378,SAMN49903534
379-15C_S126_L001,379-15C_S126_L001_R1_001.fastq.gz,379-15C_S126_L001_R2_001.fastq.gz,Pocillopora,grandis,84,8,Bleaching3_run,2015c,KI15c_379,SAMN49903535
380-15C_S134_L001,380-15C_S134_L001_R1_001.fastq.gz,380-15C_S134_L001_R2_001.fastq.gz,Montipora,aequituberculata,85,8,Bleaching3_run,2015c,KI15c_380,SAMN49903536
PLATE4H7_S344_L001,PLATE4H7_S344_L001_R1_001.fastq.gz,PLATE4H7_S344_L001_R2_001.fastq.gz,Pocillopora,grandis,86,8,SheddRun_Dec2020,2015c,KI15c_382,SAMN49904111
384-15C_S142_L001,384-15C_S142_L001_R1_001.fastq.gz,384-15C_S142_L001_R2_001.fastq.gz,Montipora,aequituberculata,697,8,Bleaching3_run,2015c,KI15c_384,SAMN49903537
PLATE4H8_S352_L001,PLATE4H8_S352_L001_R1_001.fastq.gz,PLATE4H8_S352_L001_R2_001.fastq.gz,Pocillopora,grandis,881,8,SheddRun_Dec2020,2015c,KI15c_387,SAMN49904112
388-15C_S150_L001,388-15C_S150_L001_R1_001.fastq.gz,388-15C_S150_L001_R2_001.fastq.gz,Pocillopora,grandis,882,8,Bleaching3_run,2015c,KI15c_388,SAMN49903540
39-15C_S66_L001,39-15C_S66_L001_R1_001.fastq.gz,39-15C_S66_L001_R2_001.fastq.gz,Montipora,aequituberculata,671b,19,Bleaching3_run,2015c,KI15c_39,SAMN49903568
PLATE4H9_S360_L001,PLATE4H9_S360_L001_R1_001.fastq.gz,PLATE4H9_S360_L001_R2_001.fastq.gz,Pocillopora,grandis,885,8,SheddRun_Dec2020,2015c,KI15c_391,SAMN49904113
393-15C_S174_L001,393-15C_S174_L001_R1_001.fastq.gz,393-15C_S174_L001_R2_001.fastq.gz,Pocillopora,grandis,887,8,Bleaching3_run,2015c,KI15c_393,SAMN49903541
395-15C_S190_L001,395-15C_S190_L001_R1_001.fastq.gz,395-15C_S190_L001_R2_001.fastq.gz,Pocillopora,grandis,889,8,Bleaching3_run,2015c,KI15c_395,SAMN49903542
PLATE4H10_S368_L001,PLATE4H10_S368_L001_R1_001.fastq.gz,PLATE4H10_S368_L001_R2_001.fastq.gz,Pocillopora,grandis,890,8,SheddRun_Dec2020,2015c,KI15c_396,SAMN49904114
397-15C_S103_L001,397-15C_S103_L001_R1_001.fastq.gz,397-15C_S103_L001_R2_001.fastq.gz,Montipora,aequituberculata,390b,25,Bleaching3_run,2015c,KI15c_397,SAMN49903578
15c-4_S319_L001,15c-4_S319_L001_R1_001.fastq.gz,15c-4_S319_L001_R2_001.fastq.gz,Montipora,aequituberculata,2,35,Shedd_2021,2015c,KI15c_4,SAMN49904075
40-15C_S74_L001,40-15C_S74_L001_R1_001.fastq.gz,40-15C_S74_L001_R2_001.fastq.gz,Pocillopora,grandis,672,19,Bleaching3_run,2015c,KI15c_40,SAMN49903567
15c-401_S362_L001,15c-401_S362_L001_R1_001.fastq.gz,15c-401_S362_L001_R2_001.fastq.gz,Montipora,aequituberculata,375,25,Shedd_2021,2015c,KI15c_401,SAMN49904056
403-15C_S135_L001,403-15C_S135_L001_R1_001.fastq.gz,403-15C_S135_L001_R2_001.fastq.gz,Pocillopora,grandis,378,25,Bleaching3_run,2015c,KI15c_403,SAMN49903569
15c-406_S370_L001,15c-406_S370_L001_R1_001.fastq.gz,15c-406_S370_L001_R2_001.fastq.gz,Montipora,aequituberculata,380,25,Shedd_2021,2015c,KI15c_406,SAMN49904057
408-15C_S159_L001,408-15C_S159_L001_R1_001.fastq.gz,408-15C_S159_L001_R2_001.fastq.gz,Montipora,aequituberculata,394b,25,Bleaching3_run,2015c,KI15c_408,SAMN49903579
410-15C_S175_L001,410-15C_S175_L001_R1_001.fastq.gz,410-15C_S175_L001_R2_001.fastq.gz,Pocillopora,grandis,397,25,Bleaching3_run,2015c,KI15c_410,SAMN49903570
413-15C_S191_L001,413-15C_S191_L001_R1_001.fastq.gz,413-15C_S191_L001_R2_001.fastq.gz,Montipora,aequituberculata,399,25,Bleaching3_run,2015c,KI15c_413,SAMN49903571
416-15C_S112_L001,416-15C_S112_L001_R1_001.fastq.gz,416-15C_S112_L001_R2_001.fastq.gz,Pocillopora,grandis,405,25,Bleaching3_run,2015c,KI15c_416,SAMN49903572
418-15C_S128_L001,418-15C_S128_L001_R1_001.fastq.gz,418-15C_S128_L001_R2_001.fastq.gz,Pocillopora,grandis,422,25,Bleaching3_run,2015c,KI15c_418,SAMN49903575
419-15C_S136_L001,419-15C_S136_L001_R1_001.fastq.gz,419-15C_S136_L001_R2_001.fastq.gz,Montipora,aequituberculata,423,25,Bleaching3_run,2015c,KI15c_419,SAMN49903576
420-15C_S144_L001,420-15C_S144_L001_R1_001.fastq.gz,420-15C_S144_L001_R2_001.fastq.gz,Montipora,aequituberculata,409,25,Bleaching3_run,2015c,KI15c_420,SAMN49903573
421-15C_S152_L001,421-15C_S152_L001_R1_001.fastq.gz,421-15C_S152_L001_R2_001.fastq.gz,Pocillopora,grandis,413,25,Bleaching3_run,2015c,KI15c_421,SAMN49903574
422-15C_S160_L001,422-15C_S160_L001_R1_001.fastq.gz,422-15C_S160_L001_R2_001.fastq.gz,Montipora,aequituberculata,414b,25,Bleaching3_run,2015c,KI15c_422,SAMN49903580
425-15C_S184_L001,425-15C_S184_L001_R1_001.fastq.gz,425-15C_S184_L001_R2_001.fastq.gz,Montipora,aequituberculata,424,25,Bleaching3_run,2015c,KI15c_425,SAMN49903577
PLATE2H6_S144_L001,PLATE2H6_S144_L001_R1_001.fastq.gz,PLATE2H6_S144_L001_R2_001.fastq.gz,Pocillopora,grandis,674,19,SheddRun_Dec2020,2015c,KI15c_43,SAMN49904120
431-15C_S201_L001,431-15C_S201_L001_R1_001.fastq.gz,431-15C_S201_L001_R2_001.fastq.gz,Montipora,aequituberculata,737,32,Bleaching3_run,2015c,KI15c_431,SAMN49903596
15c-438_S378_L001,15c-438_S378_L001_R1_001.fastq.gz,15c-438_S378_L001_R2_001.fastq.gz,Pocillopora,grandis,491,32,Shedd_2021,2015c,KI15c_438,SAMN49904066
440-15C_S209_L001,440-15C_S209_L001_R1_001.fastq.gz,440-15C_S209_L001_R2_001.fastq.gz,Montipora,aequituberculata,490,32,Bleaching3_run,2015c,KI15c_440,SAMN49903592
442-15C_S225_L001,442-15C_S225_L001_R1_001.fastq.gz,442-15C_S225_L001_R2_001.fastq.gz,Montipora,aequituberculata,744,32,Bleaching3_run,2015c,KI15c_442,SAMN49903597
15c-443_S272_L001,15c-443_S272_L001_R1_001.fastq.gz,15c-443_S272_L001_R2_001.fastq.gz,Pocillopora,grandis,757,32,Shedd_2021,2015c,KI15c_443,SAMN49904065
444-15C_S233_L001,444-15C_S233_L001_R1_001.fastq.gz,444-15C_S233_L001_R2_001.fastq.gz,Montipora,aequituberculata,496,32,Bleaching3_run,2015c,KI15c_444,SAMN49903593
446-15C_S241_L001,446-15C_S241_L001_R1_001.fastq.gz,446-15C_S241_L001_R2_001.fastq.gz,Pocillopora,grandis,498,32,Bleaching3_run,2015c,KI15c_446,SAMN49903594
447-15C_S249_L001,447-15C_S249_L001_R1_001.fastq.gz,447-15C_S249_L001_R2_001.fastq.gz,Pocillopora,grandis,747,32,Bleaching3_run,2015c,KI15c_447,SAMN49903598
15c-45_S338_L001,15c-45_S338_L001_R1_001.fastq.gz,15c-45_S338_L001_R2_001.fastq.gz,Montipora,aequituberculata,673,19,Shedd_2021,2015c,KI15c_45,SAMN49904050
450-15C_S257_L001,450-15C_S257_L001_R1_001.fastq.gz,450-15C_S257_L001_R2_001.fastq.gz,Pocillopora,grandis,759,32,Bleaching3_run,2015c,KI15c_450,SAMN49903603
15c-453_S309_L001,15c-453_S309_L001_R1_001.fastq.gz,15c-453_S309_L001_R2_001.fastq.gz,Montipora,aequituberculata,748,32,Shedd_2021,2015c,KI15c_453,SAMN49904067
456-15C_S273_L001,456-15C_S273_L001_R1_001.fastq.gz,456-15C_S273_L001_R2_001.fastq.gz,Montipora,aequituberculata,760,32,Bleaching3_run,2015c,KI15c_456,SAMN49903604
458-15C_S281_L001,458-15C_S281_L001_R1_001.fastq.gz,458-15C_S281_L001_R2_001.fastq.gz,Montipora,aequituberculata,501,32,Bleaching3_run,2015c,KI15c_458,SAMN49903595
459-15C_S194_L001,459-15C_S194_L001_R1_001.fastq.gz,459-15C_S194_L001_R2_001.fastq.gz,Pocillopora,grandis,750,32,Bleaching3_run,2015c,KI15c_459,SAMN49903599
15c-46_S357_L001,15c-46_S357_L001_R1_001.fastq.gz,15c-46_S357_L001_R2_001.fastq.gz,Pocillopora,grandis,679,19,Shedd_2021,2015c,KI15c_46,SAMN49904053
462-15C_S202_L001,462-15C_S202_L001_R1_001.fastq.gz,462-15C_S202_L001_R2_001.fastq.gz,Montipora,aequituberculata,751,32,Bleaching3_run,2015c,KI15c_462,SAMN49903600
c-099_S99_L001,c-099_S99_L001_R1_001.fastq.gz,c-099_S99_L001_R2_001.fastq.gz,Pocillopora,grandis,764,32,run3,2015c,KI15c_464,SAMN49903809
465-15C_S218_L001,465-15C_S218_L001_R1_001.fastq.gz,465-15C_S218_L001_R2_001.fastq.gz,Montipora,aequituberculata,763,32,Bleaching3_run,2015c,KI15c_465,SAMN49903605
466-15C_S226_L001,466-15C_S226_L001_R1_001.fastq.gz,466-15C_S226_L001_R2_001.fastq.gz,Pocillopora,grandis,756,32,Bleaching3_run,2015c,KI15c_466,SAMN49903602
467-15C_S234_L001,467-15C_S234_L001_R1_001.fastq.gz,467-15C_S234_L001_R2_001.fastq.gz,Montipora,aequituberculata,755,32,Bleaching3_run,2015c,KI15c_467,SAMN49903601
469-15C_S242_L001,469-15C_S242_L001_R1_001.fastq.gz,469-15C_S242_L001_R2_001.fastq.gz,Pocillopora,grandis,765,32,Bleaching3_run,2015c,KI15c_469,SAMN49903606
c-100_S100_L001,c-100_S100_L001_R1_001.fastq.gz,c-100_S100_L001_R2_001.fastq.gz,Montipora,aequituberculata,761,32,run3,2015c,KI15c_473,SAMN49903808
c-101_S101_L001,c-101_S101_L001_R1_001.fastq.gz,c-101_S101_L001_R2_001.fastq.gz,Montipora,aequituberculata,784,34,run3,2015c,KI15c_475,SAMN49903811
476-15C_S266_L001,476-15C_S266_L001_R1_001.fastq.gz,476-15C_S266_L001_R2_001.fastq.gz,Pocillopora,grandis,785,34,Bleaching3_run,2015c,KI15c_476,SAMN49903610
15c-479_S291_L001,15c-479_S291_L001_R1_001.fastq.gz,15c-479_S291_L001_R2_001.fastq.gz,Montipora,aequituberculata,780,34,Shedd_2021,2015c,KI15c_479,SAMN49904068
15c-48_S295_L001,15c-48_S295_L001_R1_001.fastq.gz,15c-48_S295_L001_R2_001.fastq.gz,Montipora,aequituberculata,678,19,Shedd_2021,2015c,KI15c_48,SAMN49904054
15c-480_S323_L001,15c-480_S323_L001_R1_001.fastq.gz,15c-480_S323_L001_R2_001.fastq.gz,Pocillopora,grandis,778,34,Shedd_2021,2015c,KI15c_480,SAMN49904072
c-102_S102_L001,c-102_S102_L001_R1_001.fastq.gz,c-102_S102_L001_R2_001.fastq.gz,Montipora,aequituberculata,317,34,run3,2015c,KI15c_481,SAMN49903812
c-105_S105_L001,c-105_S105_L001_R1_001.fastq.gz,c-105_S105_L001_R2_001.fastq.gz,Montipora,aequituberculata,324,34,run3,2015c,KI15c_485,SAMN49903810
489-15C_S211_L001,489-15C_S211_L001_R1_001.fastq.gz,489-15C_S211_L001_R2_001.fastq.gz,Montipora,aequituberculata,329,34,Bleaching3_run,2015c,KI15c_489,SAMN49903607
490-15C_S219_L001,490-15C_S219_L001_R1_001.fastq.gz,490-15C_S219_L001_R2_001.fastq.gz,Pocillopora,grandis,852,34,Bleaching3_run,2015c,KI15c_490,SAMN49903614
492-15C_S235_L001,492-15C_S235_L001_R1_001.fastq.gz,492-15C_S235_L001_R2_001.fastq.gz,Pocillopora,grandis,331,34,Bleaching3_run,2015c,KI15c_492,SAMN49903608
15c-498_S299_L001,15c-498_S299_L001_R1_001.fastq.gz,15c-498_S299_L001_R2_001.fastq.gz,Pocillopora,grandis,355,34,Shedd_2021,2015c,KI15c_498,SAMN49904069
15c-50_S311_L001,15c-50_S311_L001_R1_001.fastq.gz,15c-50_S311_L001_R2_001.fastq.gz,Montipora,aequituberculata,680,19,Shedd_2021,2015c,KI15c_50,SAMN49904055
15c-505_S376_L001,15c-505_S376_L001_R1_001.fastq.gz,15c-505_S376_L001_R2_001.fastq.gz,Pocillopora,grandis,336,34,Shedd_2021,2015c,KI15c_505,SAMN49904073
508-15C_S251_L001,508-15C_S251_L001_R1_001.fastq.gz,508-15C_S251_L001_R2_001.fastq.gz,Pocillopora,grandis,848,34,Bleaching3_run,2015c,KI15c_508,SAMN49903612
PLATE3H6_S240_L001,PLATE3H6_S240_L001_R1_001.fastq.gz,PLATE3H6_S240_L001_R2_001.fastq.gz,Pocillopora,grandis,861,19,SheddRun_Dec2020,2015c,KI15c_51,SAMN49904121
510-15C_S259_L001,510-15C_S259_L001_R1_001.fastq.gz,510-15C_S259_L001_R2_001.fastq.gz,Montipora,aequituberculata,849,34,Bleaching3_run,2015c,KI15c_510,SAMN49903613
15c-515_S384_L001,15c-515_S384_L001_R1_001.fastq.gz,15c-515_S384_L001_R2_001.fastq.gz,Pocillopora,grandis,359,34,Shedd_2021,2015c,KI15c_515,SAMN49904074
15c-516_S307_L001,15c-516_S307_L001_R1_001.fastq.gz,15c-516_S307_L001_R2_001.fastq.gz,Montipora,aequituberculata,357,34,Shedd_2021,2015c,KI15c_516,SAMN49904070
BG519_S154_L001,BG519_S154_L001_R1_001.fastq.gz,BG519_S154_L001_R2_001.fastq.gz,Montipora,aequituberculata,855,34,run1,2015c,KI15c_519,SAMN49903645
521-15C_S275_L001,521-15C_S275_L001_R1_001.fastq.gz,521-15C_S275_L001_R2_001.fastq.gz,Pocillopora,grandis,843,34,Bleaching3_run,2015c,KI15c_521,SAMN49903611
523-15C_S283_L001,523-15C_S283_L001_R1_001.fastq.gz,523-15C_S283_L001_R2_001.fastq.gz,Montipora,aequituberculata,363,34,Bleaching3_run,2015c,KI15c_523,SAMN49903609
526-15C_S204_L001,526-15C_S204_L001_R1_001.fastq.gz,526-15C_S204_L001_R2_001.fastq.gz,Pocillopora,grandis,362,34,Bleaching3_run,2015c,KI15c_526,SAMN49903615
15c-528_S315_L001,15c-528_S315_L001_R1_001.fastq.gz,15c-528_S315_L001_R2_001.fastq.gz,Pocillopora,grandis,365,34,Shedd_2021,2015c,KI15c_528,SAMN49904071
PLATE3H7_S248_L001,PLATE3H7_S248_L001_R1_001.fastq.gz,PLATE3H7_S248_L001_R2_001.fastq.gz,Pocillopora,grandis,866,19,SheddRun_Dec2020,2015c,KI15c_56,SAMN49904122
PLATE3H8_S256_L001,PLATE3H8_S256_L001_R1_001.fastq.gz,PLATE3H8_S256_L001_R2_001.fastq.gz,Pocillopora,grandis,868,19,SheddRun_Dec2020,2015c,KI15c_58,SAMN49904123
PLATE3H9_S264_L001,PLATE3H9_S264_L001_R1_001.fastq.gz,PLATE3H9_S264_L001_R2_001.fastq.gz,Pocillopora,grandis,654,19,SheddRun_Dec2020,2015c,KI15c_62,SAMN49904118
15c-66_S368_L001,15c-66_S368_L001_R1_001.fastq.gz,15c-66_S368_L001_R2_001.fastq.gz,Montipora,aequituberculata,733,27,Shedd_2021,2015c,KI15c_66,SAMN49904064
15c-67_S330_L001,15c-67_S330_L001_R1_001.fastq.gz,15c-67_S330_L001_R2_001.fastq.gz,Pocillopora,grandis,688,27,Shedd_2021,2015c,KI15c_67,SAMN49904060
15c-68_S349_L001,15c-68_S349_L001_R1_001.fastq.gz,15c-68_S349_L001_R2_001.fastq.gz,Montipora,aequituberculata,732,27,Shedd_2021,2015c,KI15c_68,SAMN49904063
74-15C_S35_L001,74-15C_S35_L001_R1_001.fastq.gz,74-15C_S35_L001_R2_001.fastq.gz,Pocillopora,grandis,477b,27,Bleaching3_run,2015c,KI15c_74,SAMN49903582
15c-76_S322_L001,15c-76_S322_L001_R1_001.fastq.gz,15c-76_S322_L001_R2_001.fastq.gz,Montipora,aequituberculata,684,27,Shedd_2021,2015c,KI15c_76,SAMN49904059
8-15C_S17_L001,8-15C_S17_L001_R1_001.fastq.gz,8-15C_S17_L001_R2_001.fastq.gz,Montipora,aequituberculata,634,35,Bleaching3_run,2015c,KI15c_8,SAMN49903625
15c-81_S341_L001,15c-81_S341_L001_R1_001.fastq.gz,15c-81_S341_L001_R2_001.fastq.gz,Montipora,aequituberculata,721,27,Shedd_2021,2015c,KI15c_81,SAMN49904062
15c-85_S380_L001,15c-85_S380_L001_R1_001.fastq.gz,15c-85_S380_L001_R2_001.fastq.gz,Pocillopora,grandis,731,27,Shedd_2021,2015c,KI15c_85,SAMN49904061
15c-86_S314_L001,15c-86_S314_L001_R1_001.fastq.gz,15c-86_S314_L001_R2_001.fastq.gz,Montipora,aequituberculata,44,27,Shedd_2021,2015c,KI15c_86,SAMN49904058
92-15C_S43_L001,92-15C_S43_L001_R1_001.fastq.gz,92-15C_S43_L001_R2_001.fastq.gz,Montipora,aequituberculata,730,27,Bleaching3_run,2015c,KI15c_92,SAMN49903581
98-15C_S59_L001,98-15C_S59_L001_R1_001.fastq.gz,98-15C_S59_L001_R2_001.fastq.gz,Pocillopora,grandis,579,15,Bleaching3_run,2015c,KI15c_98,SAMN49903544
103-16A_S263_L001,103-16A_S263_L001_R1_001.fastq.gz,103-16A_S263_L001_R2_001.fastq.gz,Montipora,aequituberculata,945,5,Bleaching3_run,2016a,KI16a_103,SAMN49903641
PLATE3F11_S278_L001,PLATE3F11_S278_L001_R1_001.fastq.gz,PLATE3F11_S278_L001_R2_001.fastq.gz,Montipora,aequituberculata,948,5,SheddRun_Dec2020,2016a,KI16a_109,SAMN49904132
c-157_S157_L001,c-157_S157_L001_R1_001.fastq.gz,c-157_S157_L001_R2_001.fastq.gz,Montipora,aequituberculata,784,34,run3,2016a,KI16a_110,SAMN49903818
